Source,Target,link_type
37971,37889,more_time
37971,37998,more_time
37985,38015,more_time
37985,37906,more_time
37914,37970,more_time
37914,37974,more_time
37914,37920,more_time
37914,38008,more_time
37914,37927,more_time
37933,38009,more_time
37933,37853,more_time
37988,38011,more_time
37862,37883,more_time
37862,37950,more_time
37951,37886,more_time
37951,37867,more_time
37951,37944,more_time
37950,37975,more_time
37964,37889,more_time
37964,37975,more_time
37947,37868,more_time
37947,37866,more_time
37947,37986,more_time
37870,37955,more_time
37870,37861,more_time
37870,37939,more_time
37870,37908,more_time
37870,37968,more_time
37870,37981,more_time
37870,37963,more_time
37870,37940,more_time
37870,37855,more_time
37870,38019,more_time
37912,38009,more_time
37889,37964,more_time
37889,37975,more_time
37889,37859,more_time
37858,37936,more_time
37927,37866,more_time
37927,37922,more_time
37927,38007,more_time
37960,37897,more_time
37960,37918,more_time
37887,37977,more_time
37854,37975,more_time
37854,37964,more_time
37932,37921,more_time
37865,37999,more_time
37865,38020,more_time
37865,38005,more_time
37865,37873,more_time
37907,37989,more_time
37907,37977,more_time
37907,37995,more_time
37907,37988,more_time
37996,38017,more_time
37996,37919,more_time
37996,38020,more_time
37996,37865,more_time
37970,37974,more_time
37970,37927,more_time
37970,37920,more_time
37970,37914,more_time
37885,37892,more_time
37885,37931,more_time
37885,37881,more_time
37885,37999,more_time
37885,37967,more_time
37885,38010,more_time
37983,38014,more_time
37983,37902,more_time
37983,37977,more_time
37983,37856,more_time
37983,37957,more_time
37939,37963,more_time
37939,37870,more_time
37978,37944,more_time
37978,37962,more_time
37978,37897,more_time
37978,37918,more_time
37978,37923,more_time
37898,37916,more_time
37898,37879,more_time
37898,37880,more_time
37966,37919,more_time
37966,37996,more_time
37966,37948,more_time
37966,37955,more_time
37944,37978,more_time
37884,37876,more_time
37882,37909,more_time
37882,37852,more_time
37882,37872,more_time
37882,37898,more_time
37953,37853,more_time
38000,37990,more_time
38000,38012,more_time
38000,38001,more_time
38015,37962,more_time
38015,37972,more_time
38015,37985,more_time
37977,37907,more_time
37977,38021,more_time
37977,37987,more_time
37977,38013,more_time
37961,37880,more_time
37961,37879,more_time
37961,37924,more_time
37962,38015,more_time
37962,37906,more_time
37962,37985,more_time
37962,37972,more_time
37974,37970,more_time
37974,37927,more_time
37974,37914,more_time
37974,37920,more_time
37896,37900,more_time
37873,37893,more_time
37873,37938,more_time
37873,37913,more_time
37873,38003,more_time
37873,37862,more_time
37895,37902,more_time
37895,38014,more_time
37976,38007,more_time
37976,37854,more_time
37976,37859,more_time
37989,37850,more_time
37989,38011,more_time
37989,37955,more_time
37989,38022,more_time
37989,37968,more_time
37860,37999,more_time
38022,37967,more_time
38022,37999,more_time
38022,38015,more_time
38022,37974,more_time
37920,37970,more_time
37908,37940,more_time
38014,37902,more_time
38014,37957,more_time
37872,37909,more_time
37872,37898,more_time
37872,37882,more_time
37872,37852,more_time
37863,37975,more_time
37863,37889,more_time
37863,37854,more_time
37959,37891,more_time
37967,37879,more_time
37967,37924,more_time
37967,37961,more_time
37967,37865,more_time
37967,37999,more_time
37967,38022,more_time
37967,37874,more_time
37969,38006,more_time
37969,37959,more_time
37963,37939,more_time
37963,37929,more_time
37963,37981,more_time
37963,37908,more_time
37850,38010,more_time
37850,37989,more_time
37850,38011,more_time
37850,37916,more_time
38013,37977,more_time
38013,38021,more_time
37913,38003,more_time
37913,37893,more_time
37913,37938,more_time
37990,37877,more_time
37877,37879,more_time
37877,37880,more_time
38012,37936,more_time
38012,37971,more_time
38012,37884,more_time
38012,37859,more_time
37968,37993,more_time
37968,37981,more_time
37968,37989,more_time
37968,37963,more_time
37968,37940,more_time
37968,38014,more_time
37968,37939,more_time
37968,37908,more_time
37968,37970,more_time
37968,37912,more_time
37968,37861,more_time
37968,38018,more_time
37968,37899,more_time
37968,37870,more_time
37968,37957,more_time
37968,37902,more_time
37968,37983,more_time
37868,37947,more_time
37868,37903,more_time
37868,37991,more_time
37886,37867,more_time
37886,37906,more_time
37886,37878,more_time
37897,37864,more_time
37981,37870,more_time
37981,38014,more_time
37981,37968,more_time
37981,37941,more_time
37981,37940,more_time
37900,37896,more_time
37900,37942,more_time
37900,38017,more_time
37900,37941,more_time
37900,37994,more_time
37900,37939,more_time
37924,37961,more_time
37924,37880,more_time
37924,37879,more_time
37924,37891,more_time
37869,37917,more_time
37903,37868,more_time
37903,37956,more_time
37903,37945,more_time
37994,38017,more_time
37994,37996,more_time
37994,37942,more_time
37946,37881,more_time
37946,37892,more_time
37946,37999,more_time
37864,37897,more_time
37901,37975,more_time
37901,37875,more_time
37948,37997,more_time
37948,37849,more_time
37973,37906,more_time
37973,37951,more_time
37973,37937,more_time
38017,37942,more_time
38017,37929,more_time
38017,37900,more_time
38017,37915,more_time
38017,37941,more_time
37866,37923,more_time
37866,37972,more_time
37919,37861,more_time
37972,37985,more_time
37899,38018,more_time
38010,37868,more_time
38010,37995,more_time
38010,37947,more_time
38010,37888,more_time
37938,37913,more_time
37938,38003,more_time
37938,37893,more_time
37938,37873,more_time
37941,37929,more_time
37941,37915,more_time
37984,37923,more_time
37949,37975,more_time
37975,37901,more_time
37975,37875,more_time
37975,37949,more_time
37892,37916,more_time
37928,37896,more_time
37928,37936,more_time
38021,37977,more_time
38021,38013,more_time
37902,38014,more_time
37902,37887,more_time
37902,37998,more_time
37926,37876,more_time
37926,37992,more_time
37926,38016,more_time
37926,37884,more_time
38002,37961,advice
37881,37885,advice
37881,37892,advice
37893,37997,advice
37980,37855,advice
37980,37904,advice
37980,37895,advice
37915,37960,advice
37915,38017,advice
37998,37906,advice
37998,37985,advice
37998,37868,advice
37998,37922,advice
37998,37996,advice
37998,37886,advice
38007,37965,advice
37982,37849,advice
37910,37941,advice
37851,37922,advice
37851,37976,advice
37993,37968,advice
37880,37979,advice
37880,37890,advice
37880,38003,advice
37880,37891,advice
37917,37926,advice
37917,37859,advice
37917,37986,advice
38008,37914,advice
38008,37931,advice
38008,37850,advice
38008,38006,advice
37859,37965,advice
37859,38008,advice
37909,37981,advice
37876,38012,advice
38011,37995,advice
38011,37850,advice
38011,37879,advice
38011,37880,advice
38016,37926,advice
37922,37849,advice
37922,37898,advice
37922,37927,advice
37922,37850,advice
37849,37926,advice
38019,37940,advice
38019,38020,advice
37992,37849,advice
37992,37926,advice
37986,37914,advice
37930,37940,advice
37888,38007,advice
37916,37906,advice
37916,37918,advice
37999,37865,advice
37999,37967,advice
37999,38022,advice
37867,37878,advice
37867,37997,advice
37867,37958,advice
37867,37890,advice
37879,37988,advice
37879,37855,advice
37891,37985,advice
37891,38006,advice
37891,37967,advice
37891,37945,advice
37853,37855,advice
37853,37933,advice
37945,38006,advice
37945,37891,advice
37878,37997,advice
37878,37906,advice
37878,37886,advice
37878,37895,advice
37878,37855,advice
37878,37904,advice
37955,37979,advice
37955,37966,advice
38003,37879,advice
38003,37880,advice
38003,37970,advice
38003,37906,advice
38003,37893,advice
38003,37974,advice
38003,37873,advice
37918,37906,advice
37918,37931,advice
37918,37945,advice
37906,37878,advice
37906,37997,advice
37906,37904,advice
37936,37965,advice
37936,37928,advice
37855,37878,advice
37855,37997,advice
37855,37933,advice
38001,38000,advice
38001,37926,advice
37942,37994,advice
37942,37900,advice
37923,37893,advice
37921,37914,advice
37921,37936,advice
37883,37931,advice
37956,37990,advice
37874,37919,advice
37874,38005,advice
37874,38006,advice
37874,37916,advice
37874,38020,advice
37857,37906,advice
37857,37867,advice
37857,37967,advice
37857,37993,advice
37857,37997,advice
37904,37878,advice
37904,37906,advice
37904,37997,advice
38020,37996,advice
38020,37940,advice
38020,38019,advice
38006,37891,advice
38006,37906,advice
38006,37959,advice
38006,38010,advice
37894,37878,advice
37894,37890,advice
37965,38008,advice
37965,37931,advice
37965,37936,advice
37965,37947,advice
37995,38011,advice
37995,38010,advice
37937,37906,advice
37985,37996,advice
37985,37878,advice
37985,37997,advice
37914,37920,advice
37914,37970,advice
37914,37974,advice
37933,37855,advice
37933,37997,advice
37988,37995,advice
37988,37906,advice
37951,37997,advice
37951,37906,advice
37951,37958,advice
37951,37931,advice
37951,37973,advice
37950,37906,advice
37950,37862,advice
37979,37955,advice
37929,37934,advice
37929,37915,advice
37947,37868,advice
37947,37960,advice
37947,37995,advice
37947,38008,advice
37947,37888,advice
37870,38019,advice
37870,37940,advice
37889,38008,advice
37889,38006,advice
37858,37971,advice
37858,37936,advice
37927,37997,advice
37927,37878,advice
37960,37915,advice
37960,37980,advice
37887,37902,advice
37854,37964,advice
37854,37975,advice
37852,37909,advice
37852,37882,advice
37932,37936,advice
37932,37909,advice
37932,37866,advice
37865,37999,advice
37865,38020,advice
37865,38005,advice
37907,37989,advice
37907,37988,advice
37996,37993,advice
37996,38005,advice
37996,37994,advice
37970,37974,advice
37970,37927,advice
37970,37920,advice
37885,37931,advice
37983,38014,advice
37983,37902,advice
37983,37977,advice
37983,37856,advice
37939,37940,advice
37939,37963,advice
37939,37981,advice
37939,37993,advice
37939,37870,advice
37978,37923,advice
37898,37922,advice
37898,37962,advice
37898,37959,advice
37898,37981,advice
37898,37947,advice
37966,37955,advice
37966,37989,advice
37966,37996,advice
37966,37948,advice
37944,37978,advice
37944,37850,advice
37884,37965,advice
37884,37926,advice
37882,37928,advice
37882,37898,advice
37882,37989,advice
37953,37970,advice
38000,37990,advice
38015,37906,advice
38015,37985,advice
37977,37907,advice
37977,38013,advice
37934,37996,advice
37934,37948,advice
37961,37958,advice
37961,37979,advice
37962,37906,advice
37974,37970,advice
37974,37906,advice
37974,37920,advice
37974,37904,advice
37974,37927,advice
37896,37996,advice
37896,37900,advice
37873,37874,advice
37873,37954,advice
37905,37998,advice
37895,37886,advice
37895,37890,advice
37895,37902,advice
37976,37898,advice
37989,37850,advice
37989,38022,advice
37989,37955,advice
37860,37995,advice
37860,37885,advice
38022,38019,advice
38022,37967,advice
37940,37981,advice
37920,37914,advice
37920,37974,advice
37908,37940,advice
37908,37993,advice
37908,38019,advice
37908,37981,advice
38014,37981,advice
38014,37940,advice
38014,37993,advice
37872,37898,advice
37872,37997,advice
37863,37936,advice
37863,37965,advice
37959,37931,advice
37959,37928,advice
37959,38006,advice
37967,38022,advice
37967,37999,advice
37967,37874,advice
37967,37924,advice
37969,38006,advice
37969,37959,advice
37963,37981,advice
37963,37993,advice
37963,37939,advice
37963,37968,advice
37850,37989,advice
37850,38008,advice
37850,37922,advice
38013,38021,advice
38013,37977,advice
37990,37891,advice
37990,38006,advice
37990,38012,advice
37877,37961,advice
38012,37916,advice
38012,37990,advice
37868,37947,advice
37868,37888,advice
37868,37916,advice
37886,37958,advice
37886,37890,advice
37886,37878,advice
37886,37867,advice
37897,38005,advice
37954,37906,advice
37981,37941,advice
37981,37940,advice
37981,37968,advice
37981,38014,advice
37981,37870,advice
37900,37941,advice
37924,37958,advice
37924,37990,advice
37924,38019,advice
37924,37988,advice
37869,37926,advice
37994,37996,advice
37994,37942,advice
37994,37934,advice
37994,37985,advice
37994,38017,advice
37946,37892,advice
37946,37885,advice
37864,38007,advice
37901,37949,advice
37901,37975,advice
37948,37934,advice
37948,37906,advice
38005,37911,advice
37973,37906,advice
37973,37997,advice
37973,37878,advice
38017,37942,advice
38017,37996,advice
37866,37914,advice
37866,37909,advice
37866,37972,advice
37919,37966,advice
37919,38020,advice
37919,37874,advice
37972,37985,advice
37972,37962,advice
38010,37998,advice
37938,37873,advice
37941,37934,advice
37984,37878,advice
37984,37893,advice
37949,37901,advice
37949,37975,advice
37856,37958,advice
37975,37931,advice
37892,37885,advice
37892,37881,advice
37928,37876,advice
37928,37887,advice
38021,38013,advice
38021,37977,advice
37902,37887,advice
37902,37906,advice
37890,37880,advice
37890,37879,advice
37890,37886,advice
37890,37933,advice
37890,37878,advice
37890,37867,advice
37890,37997,advice
37890,37951,advice
37926,37878,advice
37926,37997,advice
38018,37864,disrespect
38018,37956,disrespect
37881,37869,disrespect
37893,37898,disrespect
37915,37917,disrespect
37915,37869,disrespect
37915,37864,disrespect
37915,37903,disrespect
37915,38006,disrespect
37910,37851,disrespect
37851,37854,disrespect
37851,37964,disrespect
38009,37864,disrespect
38009,37854,disrespect
37917,37918,disrespect
37917,37849,disrespect
37917,37942,disrespect
37917,37929,disrespect
37917,37915,disrespect
37917,37916,disrespect
37917,37957,disrespect
37917,37969,disrespect
38011,37964,disrespect
38011,37854,disrespect
38011,37950,disrespect
38011,37864,disrespect
38011,37917,disrespect
38011,38001,disrespect
38016,37885,disrespect
38016,37897,disrespect
37922,37979,disrespect
37922,37960,disrespect
37849,37957,disrespect
37952,37880,disrespect
37952,37907,disrespect
38019,37880,disrespect
37992,37957,disrespect
37986,37957,disrespect
37986,37898,disrespect
37986,37849,disrespect
37930,37899,disrespect
37930,38004,disrespect
37916,37957,disrespect
37879,37950,disrespect
38003,37938,disrespect
37918,38019,disrespect
37918,37907,disrespect
37918,37964,disrespect
37918,37889,disrespect
37918,38009,disrespect
37906,37956,disrespect
37906,37864,disrespect
37855,37956,disrespect
37855,37913,disrespect
37855,37954,disrespect
37855,37917,disrespect
37942,37917,disrespect
37942,37869,disrespect
37958,37898,disrespect
37883,37849,disrespect
37874,37954,disrespect
37857,37957,disrespect
37904,37913,disrespect
38006,37852,disrespect
37894,37976,disrespect
37995,37992,disrespect
37931,37923,disrespect
37931,37860,disrespect
37931,37918,disrespect
37914,37950,disrespect
37914,37864,disrespect
37951,37913,disrespect
37950,37889,disrespect
37950,37909,disrespect
37929,37864,disrespect
37929,38021,disrespect
37929,37869,disrespect
37929,37917,disrespect
37964,37907,disrespect
37964,37950,disrespect
37964,37885,disrespect
37964,37887,disrespect
37912,37907,disrespect
37889,37907,disrespect
37889,37887,disrespect
37887,37891,disrespect
37865,37874,disrespect
37865,37880,disrespect
37865,37879,disrespect
37865,37907,disrespect
37865,37869,disrespect
37865,37997,disrespect
37907,37913,disrespect
37907,38021,disrespect
37907,37917,disrespect
37907,37909,disrespect
37907,37891,disrespect
37907,37964,disrespect
37907,37889,disrespect
37907,37943,disrespect
37996,38002,disrespect
37996,37905,disrespect
37885,37964,disrespect
37885,37864,disrespect
37885,37950,disrespect
37983,38021,disrespect
37939,37954,disrespect
37939,37962,disrespect
37978,37960,disrespect
37898,37960,disrespect
37898,37951,disrespect
37898,37957,disrespect
37898,37944,disrespect
37966,37950,disrespect
37966,37852,disrespect
37882,37887,disrespect
37953,37907,disrespect
38000,38021,disrespect
37977,37917,disrespect
37977,37909,disrespect
37961,38002,disrespect
37873,37852,disrespect
37873,37909,disrespect
37895,37962,disrespect
37895,37906,disrespect
37976,37949,disrespect
37976,37851,disrespect
37989,37979,disrespect
37989,37864,disrespect
37989,37950,disrespect
37860,38021,disrespect
38022,37979,disrespect
38022,38021,disrespect
38022,37929,disrespect
38022,37910,disrespect
37920,37972,disrespect
37920,37950,disrespect
37920,37864,disrespect
37920,37960,disrespect
37920,37918,disrespect
37908,38015,disrespect
37908,37962,disrespect
37908,37871,disrespect
37908,37948,disrespect
37908,37932,disrespect
38014,37948,disrespect
38014,38015,disrespect
37872,37944,disrespect
37959,37954,disrespect
37963,37962,disrespect
37963,37954,disrespect
38013,37948,disrespect
38013,37913,disrespect
38013,37979,disrespect
38013,37869,disrespect
38013,38000,disrespect
38013,37957,disrespect
38013,38002,disrespect
37968,37921,disrespect
37968,37901,disrespect
37954,38001,disrespect
37954,37905,disrespect
37954,37976,disrespect
37981,38015,disrespect
37997,37889,disrespect
37997,37863,disrespect
37997,37851,disrespect
37997,37976,disrespect
37997,37943,disrespect
37900,38004,disrespect
37869,37929,disrespect
37869,37942,disrespect
37869,38021,disrespect
37869,37921,disrespect
37869,37935,disrespect
37869,37917,disrespect
37869,38012,disrespect
37903,37898,disrespect
37946,37869,disrespect
37948,37957,disrespect
37948,38021,disrespect
38005,37975,disrespect
37919,37871,disrespect
37899,37864,disrespect
37899,37956,disrespect
37984,37880,disrespect
37984,37879,disrespect
37984,38008,disrespect
37928,38002,disrespect
38021,38000,disrespect
38021,37869,disrespect
38021,37957,disrespect
38021,37948,disrespect
38021,37913,disrespect
37890,37904,disrespect
37890,37913,disrespect
37926,37969,disrespect
37926,37957,disrespect
